Record Length,10000,Points,-20.0000000,99.999994040E-3,
Sample Interval,4.00000019E-3,s,-19.9960003,140.0000006E-3,
Trigger Point,5.00000000E3,Samples,-19.9920006,140.0000006E-3,
,,,-19.9880009,99.999994040E-3,
,,,-19.9839993,140.0000006E-3,
,,,-19.9799995,179.99999225E-3,
Source,CH1,,-19.9759998,140.0000006E-3,
Vertical Units,V,,-19.9720001,99.999994040E-3,
Vertical Scale,1.000000,,-19.9680004,140.0000006E-3,
Vertical Offset,0,,-19.9640007,179.99999225E-3,
Horizontal Units,s,,-19.9599991,140.0000006E-3,
Horizontal Scale,4.00000019,,-19.9559994,140.0000006E-3,
Pt Fmt,Y,,-19.9519997,179.99999225E-3,
Yzero,20.0000000E-3,,-19.9480000,140.0000006E-3,
Probe Atten,1.000000,,-19.9440002,99.999994040E-3,
,,,-19.9400005,59.999998659E-3,
Note,TDS 3034B - 10:35:31 AM   4/22/2016,,-19.9360008,140.0000006E-3,
,,,-19.9319992,140.0000006E-3,
,,,-19.9279995,59.999998659E-3,
,,,-19.9239998,99.999994040E-3,
,,,-19.9200001,99.999994040E-3,
,,,-19.9160004,99.999994040E-3,
,,,-19.9120007,179.99999225E-3,
,,,-19.9080009,99.999994040E-3,
,,,-19.9039993,59.999998659E-3,
,,,-19.8999996,59.999998659E-3,
,,,-19.8959999,99.999994040E-3,
,,,-19.8920002,99.999994040E-3,
,,,-19.8880005,59.999998659E-3,
,,,-19.8840008,99.999994040E-3,
,,,-19.8799992,99.999994040E-3,
,,,-19.8759995,140.0000006E-3,
,,,-19.8719997,140.0000006E-3,
,,,-19.8680000,99.999994040E-3,
,,,-19.8640003,99.999994040E-3,
,,,-19.8600006,140.0000006E-3,
,,,-19.8560009,99.999994040E-3,
,,,-19.8519993,140.0000006E-3,
,,,-19.8479996,140.0000006E-3,
,,,-19.8439999,99.999994040E-3,
,,,-19.8400002,140.0000006E-3,
,,,-19.8360004,59.999998659E-3,
,,,-19.8320007,99.999994040E-3,
,,,-19.8279991,140.0000006E-3,
,,,-19.8239994,59.999998659E-3,
,,,-19.8199997,99.999994040E-3,
,,,-19.8160000,99.999994040E-3,
,,,-19.8120003,99.999994040E-3,
,,,-19.8080006,59.999998659E-3,
,,,-19.8040009,140.0000006E-3,
,,,-19.7999992,59.999998659E-3,
,,,-19.7959995,19.9999996E-3,
,,,-19.7919998,59.999998659E-3,
,,,-19.7880001,59.999998659E-3,
,,,-19.7840004,19.9999996E-3,
,,,-19.7800007,59.999998659E-3,
,,,-19.7759991,59.999998659E-3,
,,,-19.7719994,59.999998659E-3,
,,,-19.7679996,59.999998659E-3,
,,,-19.7639999,19.9999996E-3,
,,,-19.7600002,59.999998659E-3,
,,,-19.7560005,59.999998659E-3,
,,,-19.7520008,19.9999996E-3,
,,,-19.7479992,59.999998659E-3,
,,,-19.7439995,19.9999996E-3,
,,,-19.7399998,99.999994040E-3,
,,,-19.7360001,59.999998659E-3,
,,,-19.7320004,19.9999996E-3,
,,,-19.7280006,59.999998659E-3,
,,,-19.7240009,99.999994040E-3,
,,,-19.7199993,59.999998659E-3,
,,,-19.7159996,140.0000006E-3,
,,,-19.7119999,140.0000006E-3,
,,,-19.7080002,140.0000006E-3,
,,,-19.7040005,140.0000006E-3,
,,,-19.7000008,99.999994040E-3,
,,,-19.6959991,179.99999225E-3,
,,,-19.6919994,59.999998659E-3,
,,,-19.6879997,99.999994040E-3,
,,,-19.6840000,140.0000006E-3,
,,,-19.6800003,99.999994040E-3,
,,,-19.6760006,179.99999225E-3,
,,,-19.6720009,99.999994040E-3,
,,,-19.6679993,99.999994040E-3,
,,,-19.6639996,140.0000006E-3,
,,,-19.6599998,219.99999881E-3,
,,,-19.6560001,140.0000006E-3,
,,,-19.6520004,99.999994040E-3,
,,,-19.6480007,179.99999225E-3,
,,,-19.6439991,219.99999881E-3,
,,,-19.6399994,259.99999046E-3,
,,,-19.6359997,259.99999046E-3,
,,,-19.6320000,219.99999881E-3,
,,,-19.6280003,219.99999881E-3,
,,,-19.6240005,179.99999225E-3,
,,,-19.6200008,140.0000006E-3,
,,,-19.6159992,179.99999225E-3,
,,,-19.6119995,179.99999225E-3,
,,,-19.6079998,259.99999046E-3,
,,,-19.6040001,219.99999881E-3,
,,,-19.6000004,259.99999046E-3,
,,,-19.5960007,259.99999046E-3,
,,,-19.5919991,259.99999046E-3,
,,,-19.5879993,259.99999046E-3,
,,,-19.5839996,299.99998212E-3,
,,,-19.5799999,259.99999046E-3,
,,,-19.5760002,219.99999881E-3,
,,,-19.5720005,259.99999046E-3,
,,,-19.5680008,219.99999881E-3,
,,,-19.5639992,219.99999881E-3,
,,,-19.5599995,299.99998212E-3,
,,,-19.5559998,299.99998212E-3,
,,,-19.5520000,299.99998212E-3,
,,,-19.5480003,299.99998212E-3,
,,,-19.5440006,259.99999046E-3,
,,,-19.5400009,379.99999523E-3,
,,,-19.5359993,299.99998212E-3,
,,,-19.5319996,299.99998212E-3,
,,,-19.5279999,340.00000358E-3,
,,,-19.5240002,299.99998212E-3,
