29,26,22,25,24,26,26,26,20,25
21,26,20,24,24,23,25,23,29,30
24,24,23,27,21,24,26,22,23,30
23,28,25,24,24,30,28,25,24,24
25,26,24,25,24,22,23,27,22,23
24,24,24,26,28,27,21,27,22,24
25,28,26,27,25,24,25,21,24,24
25,25,25,25,27,25,25,26,28,22
26,26,25,24,25,22,22,22,25,25
24,25,28,30,23,26,24,23,25,25
