22
20
20
20
19
16
20
16
8
11
5
12
21
8
22
6
31
30
30
25
20
16
20
16
16
20
16
20
26
21
25
20
32
20
40
20
24
18
25
16
28
24
29
23
20
20
20
20
13
10
17
11
25
19
24
19
20
17
20
16
