28,25,24,25,29,25,24,24,23,23
26,32,23,23,24,24,25,26,24,26
28,23,23,24,30,23,24,30,28,24
26,23,26,24,25,27,27,26,24,27
23,19,23,26,28,22,26,22,26,25
24,23,22,28,22,26,24,27,23,23
26,27,30,25,26,28,26,28,27,23
26,24,24,29,24,23,26,25,24,25
20,25,25,25,26,25,28,26,28,22
25,25,23,26,27,26,22,24,24,27
