0.1,16,4,-12
0.12,16,4,-12
0.14,16,4,-12
0.16,16,4,-12
0.18,16,4,-12
0.2,16,4,-12
0.22,16,4,-12
0.24,16,4,-12
0.26,16,4,-12
0.28,16,4,-12
0.3,16,4,-12
0.32,16,4,-12
0.34,16,4,-12
0.36,16,9,-7
0.38,16,12,-4
0.4,16,12,-4
