995,995,995,997,998,1001,1003,1006,1012,1024
678,678,681,685,690,703,716,735,762,789
524,523,525,535,543,569,591,621,658,694
477,476,479,488,499,529,551,575,611,652
462,463,467,477,488,515,537,561,599,633
455,455,459,471,483,507,531,555,592,627
462,456,458,469,477,501,524,548,585,621
471,451,450,462,465,491,513,539,576,611
539,463,459,462,466,486,508,534,570,603
738,512,464,454,450,475,498,524,562,595
