2,2,2,2,2,2,2,2,1,1
2,2,2,2,2,2,2,2,1,1
3,3,3,3,3,2,2,2,1,1
3,3,3,3,3,2,2,2,1,1
4,3,3,3,3,2,2,2,1,1
4,3,3,3,3,2,2,2,1,1
4,3,3,3,3,2,2,2,1,1
4,3,3,3,3,2,2,2,1,1
8,5,3,3,3,2,2,2,1,1
15,7,5,5,4,3,2,2,1,1
