2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,3,3,3,3
9,9,9,9,9,9,9,9,9,9
14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14
21,21,19,19,18,17,16,16,16,15
25,23,21,21,20,19,17,17,17,16
29,26,24,24,23,21,19,19,18,17
36,28,26,26,24,22,20,20,19,18
