0.1,27,2,-25
0.12,27,2,-25
0.14,27,2,-25
0.16,27,2,-25
0.18,27,2,-25
0.2,27,2,-25
0.22,27,2,-25
0.24,27,2,-25
0.26,27,2,-25
0.28,27,2,-25
0.3,27,2,-25
0.32,27,2,-25
0.34,27,2,-25
0.36,27,2,-25
0.38,27,2,-25
0.4,27,2,-25
