1678,1678,1678,1680,1681,1684,1686,1689,1695,1707
1125,1125,1128,1132,1137,1150,1163,1182,1209,1236
541,540,542,552,560,586,608,638,707,785
477,476,479,488,499,529,551,575,643,727
462,463,467,477,488,515,537,561,631,708
455,455,459,471,483,507,531,555,624,702
462,456,458,469,477,501,524,548,617,696
471,451,450,462,465,491,513,539,608,686
539,463,459,462,466,486,508,534,602,678
766,512,464,454,450,475,498,524,594,670
