2,2,2,2,2,2,2,2,2,2
4,4,4,4,4,4,4,4,4,4
16,16,16,16,16,16,16,16,16,15
27,27,27,27,27,27,27,27,27,26
31,31,31,31,31,31,31,31,31,30
31,31,31,31,31,31,31,31,31,30
33,32,31,31,31,31,31,31,31,30
35,33,31,31,31,31,31,31,31,30
43,39,34,33,32,31,31,31,31,30
53,45,38,34,33,32,31,31,31,30
