9.6,1816,357,-1459
11.52,1816,596,-1220
13.44,1816,615,-1201
15.36,1816,720,-1096
17.28,1816,692,-1124
19.2,1816,517,-1299
21.12,1816,279,-1537
23.04,1816,270,-1546
24.96,1816,277,-1539
26.88,1816,290,-1526
28.8,1816,287,-1529
30.72,1816,284,-1532
32.64,1816,272,-1544
34.56,1816,261,-1555
36.48,1816,252,-1564
38.4,1816,250,-1566
