1,1,1,1,1,1,1,1,1,1
3,3,3,3,3,3,3,3,3,3
4,4,4,4,4,4,4,4,4,4
5,5,5,5,5,5,5,5,5,5
9,9,9,9,9,9,9,9,9,9
11,11,11,11,11,11,11,11,11,11
13,13,13,13,13,13,13,13,13,13
21,18,18,18,18,17,17,17,17,16
29,26,26,24,22,21,21,21,21,20
38,30,28,25,23,22,21,21,21,20
